,year_month,us_state,make,phone_series,phone_launch_date,model_family,predecessor,successor,model_age_days,model_age_months,model,sku,sku_no_colour,colour,size,closing_subs_monthly,filed_claims,claims,claims_swap,claims_replacement,ir_rate_swap,ir_rate_replacement,ir_rate_monthly,churn_rate,churn
3134,2020-09-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,242,7,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3135,2020-10-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,273,8,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3136,2020-11-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,303,9,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3137,2020-12-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,334,10,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3138,2021-01-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,365,11,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3139,2021-02-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,393,12,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987013,1
3140,2021-03-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,424,13,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,6
3141,2021-04-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,454,14,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155038759689922,2
3142,2021-05-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,485,15,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,150,1.0,1.0,1.0,0.0,0.0066666666666666,0.0,0.0066666666666666,0.0133333333333333,2
3143,2021-06-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,515,16,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,156,1.0,1.0,1.0,0.0,0.0064102564102564,0.0,0.0064102564102564,0.0128205128205128,2
3144,2021-07-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,546,17,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258064516129032,4
3145,2021-08-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,577,18,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,166,2.0503202005844128,1.0,1.0,0.0,0.0060240963855421,0.0,0.0060240963855421,0.0120481927710843,2
3146,2021-09-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,607,19,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,192,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0052083333333333,0.015625,3
3147,2021-10-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,638,20,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,208,1.0,3.0,3.0,0.0,0.0144230769230769,0.0,0.0144230769230769,0.0192307692307692,4
3148,2021-11-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,668,21,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089686098654708,2
3149,2021-12-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,699,22,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,239,2.9932440788893704,2.0,2.0,0.0,0.00836820083682,0.0,0.00836820083682,0.0292887029288703,7
3150,2022-01-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,730,23,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,238,2.0503202005844128,1.0,1.0,0.0,0.0042016806722689,0.0,0.0042016806722689,0.0504201680672269,12
3151,2022-02-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,758,24,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,231,2.0503202005844128,1.0,1.0,0.0,0.0043290043290043,0.0,0.0043290043290043,0.0216450216450216,5
3152,2022-03-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,789,25,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,226,3.0,4.0,4.0,0.0,0.0176991150442478,0.0,0.0176991150442478,0.0176991150442478,4
3153,2022-04-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,819,26,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,225,2.9932440788893704,2.0,2.0,0.0,0.0088888888888888,0.0,0.0088888888888888,0.0088888888888888,2
3154,2022-05-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,850,27,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,223,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0044843049327354,0.0179372197309417,4
3155,2022-06-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,880,28,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,218,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0071649802405534,-0.0013066364088358,0.0058583438317178,0.0229357798165138,5
3156,2022-07-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,911,29,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186915887850467,4
3157,2022-08-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,942,30,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018957345971564,4
3158,2022-09-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,972,31,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,209,2.0503202005844128,1.0,1.0,0.0,0.0047846889952153,0.0,0.0047846889952153,0.0095693779904306,2
3159,2022-10-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1003,32,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146341463414634,3
3160,2022-11-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1033,33,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842,1
3161,2022-12-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1064,34,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,200,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0078098284622033,-0.001424233685631,0.0063855947765724,0.01,2
3162,2023-01-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1095,35,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,199,1.0,1.0,1.0,0.0,0.0050251256281407,0.0,0.0050251256281407,0.0050251256281407,1
3163,2023-02-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1123,36,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051282051282051,1
3164,2023-04-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1184,38,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,186,2.0,1.0,1.0,0.0,0.0,0.0,0.0053763440860215,0.0376344086021505,7
3165,2023-05-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1215,39,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338983050847458,6
3166,2023-06-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1245,40,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,170,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0058823529411764,0.0235294117647059,4
3167,2023-07-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1276,41,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,169,2.0503202005844128,1.0,1.0,0.0,0.0,0.0,0.0059171597633136,0.0059171597633136,1
3168,2023-08-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1307,42,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,156,1.0,1.0,1.0,0.0,0.0,0.0,0.0064102564102564,0.0641025641025641,10
3169,2023-09-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1337,43,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201342281879195,3
3170,2023-10-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1368,44,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,147,1.0,1.2771189553144917,1.561965692440661,-0.2848467371262059,0.0106256169553786,-0.0019377329056204,0.0086878840497584,0.0068027210884353,1
3171,2023-11-01,California,Samsung,GALAXY S21,2020-02-01,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,1398,45,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652173913043478,9
3172,2021-01-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,2,0,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104868913857678,28
3173,2021-02-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,30,1,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,988,3.0,2.0,1.0,1.0,0.0010121457489878,0.0010121457489878,0.0020242914979757,0.116396761133603,115
3174,2021-03-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,61,2,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,1548,1.0,2.0,2.0,0.0,0.0006459948320413,0.0,0.0012919896640826,0.12984496124031,201
3175,2021-04-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,91,3,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,2142,4.0,3.0,2.0,1.0,0.0,0.0,0.0014005602240896,0.107843137254902,231
3176,2021-05-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,122,4,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,2725,2.0,1.0,1.0,0.0,0.0,0.0,0.0003669724770642,0.0979816513761468,267
3177,2021-06-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,152,5,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,3387,4.0,4.0,3.0,1.0,0.0,0.0,0.001180986123413,0.0850310008857396,288
3178,2021-07-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,183,6,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4221,5.0,5.0,3.0,2.0,0.0004738213693437,0.0002369106846718,0.0011845534233593,0.10092395167022,426
3179,2021-08-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,214,7,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4856,4.0,4.0,3.0,1.0,0.0002059308072487,0.0,0.000823723228995,0.102553542009885,498
3180,2021-09-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,244,8,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5151,9.0,7.0,3.0,4.0,0.0003882741215298,0.0003882741215298,0.0013589594253543,0.0794020578528441,409
3181,2021-10-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,275,9,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5414,4.0,5.0,2.0,3.0,0.000184706316956,0.0005541189508681,0.0009235315847802,0.0605836719615811,328
3182,2021-11-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,305,10,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5553,6.0,6.0,3.0,3.0,0.000360165676211,0.000360165676211,0.0010804970286331,0.0516837745362867,287
3183,2021-12-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,336,11,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5660,2.0,2.0,1.0,1.0,0.0,0.0,0.0003533568904593,0.0713780918727915,404
3184,2022-01-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,367,12,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5797,6.0,2.0,0.0,2.0,0.0,0.0,0.0003450060376056,0.0427807486631016,248
3185,2022-02-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,395,13,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5854,9.0,1.0,0.0,1.0,0.0,0.0,0.0001708233686368,0.0268192688759822,157
3186,2022-03-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,426,14,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5779,6.0,3.0,1.0,2.0,0.0,0.0,0.0005191209551825,0.0292438138086174,169
3187,2022-04-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,456,15,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5647,11.0,7.0,2.0,5.0,0.0003541703559412,0.0003541703559412,0.0012395962457942,0.0251460952718257,142
3188,2022-05-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,487,16,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5538,13.0,7.0,3.0,4.0,0.0,0.0,0.0012639942217407,0.0220296135789094,122
3189,2022-06-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,517,17,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5413,5.0,4.798987555906567,3.5490322870395983,1.24995526886696,0.0006556497851541,0.0002309172859536,0.0008865670711078,0.0227230740809163,123
3190,2022-07-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,548,18,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5291,11.0,6.0,4.0,2.0,0.0,0.0,0.0011340011340011,0.020979020979021,111
3191,2022-08-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,579,19,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5165,9.0,2.0,1.0,1.0,0.0,0.0,0.0003872216844143,0.0222652468538238,115
3192,2022-09-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,609,20,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,5041,10.0,9.0,6.0,3.0,0.0,0.0,0.0017853600476096,0.0220194405871851,111
3193,2022-10-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,640,21,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4919,11.0,5.0,3.0,2.0,0.0,0.0,0.0010164667615369,0.0195161618215084,96
3194,2022-11-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,670,22,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4805,6.0,5.0,4.0,1.0,0.0,0.0,0.0010405827263267,0.0164412070759625,79
3195,2022-12-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,701,23,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4647,17.0,13.0,10.0,3.0,0.0,0.0,0.0027975037658704,0.0210888745427157,98
3196,2023-01-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,732,24,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4494,12.0,8.0,7.0,1.0,0.0,0.0,0.0017801513128615,0.0211392968402314,95
3197,2023-02-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,760,25,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,4267,9.0,8.0,8.0,0.0,0.0,0.0,0.0018748535270682,0.0325755800328099,139
3198,2023-03-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,791,26,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,3975,8.0,7.0,6.0,1.0,0.0,0.0,0.0017610062893081,0.0412578616352201,164
3199,2023-04-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,821,27,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,3713,4.0,4.0,3.0,1.0,0.0,0.0,0.0010772959870724,0.0395906275249125,147
3200,2023-05-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,852,28,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,3368,7.0,4.0,4.0,0.0,0.0,0.0,0.001187648456057,0.0617577197149644,208
3201,2023-06-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,882,29,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,3090,3.0,1.0,1.0,0.0,0.0,0.0,0.0003236245954692,0.0537216828478964,166
3202,2023-07-01,Nevada,Samsung,GALAXY S21,2021-01-29,SAMSUNG GALAXY S21 PLUS,SAMSUNG GALAXY S20 PLUS,SAMSUNG GALAXY S22 PLUS,913,30,GALAXY S21 PLUS 5G 256GB VIOLET,GXYS21P5G256VIO,GXYS21P5G256,Purple,256,2830,10.0,8.0,6.0,2.0,0.0,0.0,0.0028268551236749,0.0632508833922261,179
